time,event,session,trialNo,trialType
1938,LI,23,1375,Long
1981,LI,23,1375,Long
1993,LI,23,1375,Long
2002,LI,23,1375,Long
2038,LI,23,1375,Long
2048,LI,23,1375,Long
2056,LI,23,1375,Long
2068,LI,23,1375,Long
2084,LI,23,1375,Long
2188,LI,23,1375,Long
2342,R,23,1375,Long
2430,LI,23,1375,Long
2455,LI,23,1375,Long
2477,LI,23,1375,Long
2489,LI,23,1375,Long
2537,LI,23,1375,Long
2549,LI,23,1375,Long
2561,LI,23,1375,Long
2655,LI,23,1375,Long
2768,R,23,1375,Long
2810,R,23,1375,Long
2828,R,23,1375,Long
2840,R,23,1375,Long
2870,R,23,1375,Long
2986,LI,23,1375,Long
3034,LI,23,1375,Long
3046,LI,23,1375,Long
3057,LI,23,1375,Long
3070,LI,23,1375,Long
3102,LI,23,1375,Long
3237,R,23,1375,Long
3292,R,23,1375,Long
3304,R,23,1375,Long
3343,R,23,1375,Long
3380,R,23,1375,Long
3441,R,23,1375,Long
3500,R,23,1375,Long
3632,R,23,1375,Long
3691,R,23,1375,Long
3702,R,23,1375,Long
3755,R,23,1375,Long
3903,LI,23,1375,Long
3995,R,23,1375,Long
4262,R,23,1375,Long
4275,R,23,1375,Long
4485,LI,23,1375,Long
58,LI,23,1376,Probe
318,LI,23,1376,Probe
525,R,23,1376,Probe
697,LI,23,1376,Probe
1132,LI,23,1376,Probe
1368,R,23,1376,Probe
1700,R,23,1376,Probe
1955,R,23,1376,Probe
2074,FC,23,1376,Probe
2281,R,23,1376,Probe
2463,LI,23,1376,Probe
3697,R,23,1376,Probe
3912,LI,23,1376,Probe
4896,R,23,1376,Probe
4933,R,23,1376,Probe
5165,FC,23,1376,Probe
5364,R,23,1376,Probe
5379,R,23,1376,Probe
5387,R,23,1376,Probe
5539,R,23,1376,Probe
5713,FC,23,1376,Probe
6021,R,23,1376,Probe
6085,FC,23,1376,Probe
6471,R,23,1376,Probe
6629,FC,23,1376,Probe
6832,LI,23,1376,Probe
6870,LI,23,1376,Probe
6883,LI,23,1376,Probe
6900,LI,23,1376,Probe
6916,LI,23,1376,Probe
6927,LI,23,1376,Probe
7029,FC,23,1376,Probe
7572,R,23,1376,Probe
7626,R,23,1376,Probe
7743,FC,23,1376,Probe
8282,FC,23,1376,Probe
8647,R,23,1376,Probe
8765,FC,23,1376,Probe
8899,LI,23,1376,Probe
8955,LI,23,1376,Probe
9618,R,23,1376,Probe
9898,R,23,1376,Probe
9905,R,23,1376,Probe
10017,LI,23,1376,Probe
242,L,23,1377,Short
377,L,23,1377,Short
456,L,23,1377,Short
616,L,23,1377,Short
647,L,23,1377,Short
658,L,23,1377,Short
673,L,23,1377,Short
810,L,23,1377,Short
820,L,23,1377,Short
831,L,23,1377,Short
916,L,23,1377,Short
1084,L,23,1377,Short
1121,L,23,1377,Short
1131,L,23,1377,Short
1142,L,23,1377,Short
1155,L,23,1377,Short
1182,L,23,1377,Short
1220,L,23,1377,Short
1243,L,23,1377,Short
1399,L,23,1377,Short
1452,L,23,1377,Short
1463,L,23,1377,Short
1482,L,23,1377,Short
638,R,23,1378,Probe
736,R,23,1378,Probe
971,LI,23,1378,Probe
983,LI,23,1378,Probe
1015,LI,23,1378,Probe
1027,LI,23,1378,Probe
1037,LI,23,1378,Probe
1058,LI,23,1378,Probe
1073,LI,23,1378,Probe
1083,LI,23,1378,Probe
1094,LI,23,1378,Probe
1198,LI,23,1378,Probe
1225,LI,23,1378,Probe
1332,R,23,1378,Probe
1431,LI,23,1378,Probe
1492,LI,23,1378,Probe
1503,LI,23,1378,Probe
1516,LI,23,1378,Probe
1552,LI,23,1378,Probe
1564,LI,23,1378,Probe
1573,LI,23,1378,Probe
1586,LI,23,1378,Probe
1597,LI,23,1378,Probe
1642,LI,23,1378,Probe
1697,LI,23,1378,Probe
1840,LI,23,1378,Probe
1883,LI,23,1378,Probe
1901,LI,23,1378,Probe
1946,LI,23,1378,Probe
2137,R,23,1378,Probe
2191,R,23,1378,Probe
2212,R,23,1378,Probe
2221,R,23,1378,Probe
2255,R,23,1378,Probe
2392,R,23,1378,Probe
2429,R,23,1378,Probe
2445,R,23,1378,Probe
2481,R,23,1378,Probe
2528,R,23,1378,Probe
2654,LI,23,1378,Probe
2707,LI,23,1378,Probe
2718,LI,23,1378,Probe
2838,R,23,1378,Probe
2896,R,23,1378,Probe
2946,R,23,1378,Probe
3008,R,23,1378,Probe
3020,R,23,1378,Probe
3037,R,23,1378,Probe
3049,R,23,1378,Probe
3061,R,23,1378,Probe
3126,R,23,1378,Probe
3201,R,23,1378,Probe
3213,R,23,1378,Probe
3283,R,23,1378,Probe
3357,R,23,1378,Probe
3414,R,23,1378,Probe
3528,R,23,1378,Probe
3541,R,23,1378,Probe
3584,R,23,1378,Probe
3716,LI,23,1378,Probe
3754,LI,23,1378,Probe
3767,LI,23,1378,Probe
3800,LI,23,1378,Probe
3813,LI,23,1378,Probe
3843,LI,23,1378,Probe
3855,LI,23,1378,Probe
3866,LI,23,1378,Probe
3879,LI,23,1378,Probe
3919,LI,23,1378,Probe
3932,LI,23,1378,Probe
3947,LI,23,1378,Probe
4047,R,23,1378,Probe
4131,R,23,1378,Probe
4144,R,23,1378,Probe
4177,R,23,1378,Probe
4227,R,23,1378,Probe
4239,R,23,1378,Probe
4250,R,23,1378,Probe
4296,R,23,1378,Probe
4307,R,23,1378,Probe
4318,R,23,1378,Probe
4386,R,23,1378,Probe
4398,R,23,1378,Probe
4408,R,23,1378,Probe
4429,R,23,1378,Probe
4504,R,23,1378,Probe
4515,R,23,1378,Probe
4526,R,23,1378,Probe
4576,R,23,1378,Probe
4587,R,23,1378,Probe
4600,R,23,1378,Probe
4645,R,23,1378,Probe
4716,R,23,1378,Probe
4727,R,23,1378,Probe
4736,R,23,1378,Probe
4749,R,23,1378,Probe
4801,R,23,1378,Probe
4846,R,23,1378,Probe
4855,R,23,1378,Probe
5014,R,23,1378,Probe
5084,R,23,1378,Probe
5206,R,23,1378,Probe
5312,LI,23,1378,Probe
5557,LI,23,1378,Probe
5721,FC,23,1378,Probe
5850,R,23,1378,Probe
5890,R,23,1378,Probe
6194,R,23,1378,Probe
7150,R,23,1378,Probe
7352,R,23,1378,Probe
7365,R,23,1378,Probe
7425,R,23,1378,Probe
7704,R,23,1378,Probe
7713,R,23,1378,Probe
7853,LI,23,1378,Probe
7896,LI,23,1378,Probe
9290,LI,23,1378,Probe
9406,FC,23,1378,Probe
9576,FC,23,1378,Probe
9910,R,23,1378,Probe
10135,LI,23,1378,Probe
10167,LI,23,1378,Probe
10179,LI,23,1378,Probe
10211,LI,23,1378,Probe
10224,LI,23,1378,Probe
10235,LI,23,1378,Probe
10246,LI,23,1378,Probe
10261,LI,23,1378,Probe
10273,LI,23,1378,Probe
10288,LI,23,1378,Probe
10300,LI,23,1378,Probe
10312,LI,23,1378,Probe
10735,LI,23,1378,Probe
10788,FC,23,1378,Probe
11483,R,23,1378,Probe
11639,FC,23,1378,Probe
11898,LI,23,1378,Probe
11910,LI,23,1378,Probe
11922,LI,23,1378,Probe
11938,LI,23,1378,Probe
11945,LI,23,1378,Probe
12012,FC,23,1378,Probe
121,R,23,1379,Long
168,R,23,1379,Long
292,R,23,1379,Long
590,LI,23,1379,Long
629,LI,23,1379,Long
643,LI,23,1379,Long
667,LI,23,1379,Long
745,LI,23,1379,Long
810,R,23,1379,Long
1034,R,23,1379,Long
1199,LI,23,1379,Long
1237,LI,23,1379,Long
1327,R,23,1379,Long
1584,R,23,1379,Long
2560,LI,23,1379,Long
3016,R,23,1379,Long
3031,R,23,1379,Long
3104,R,23,1379,Long
3166,R,23,1379,Long
3380,LI,23,1379,Long
4089,R,23,1379,Long
4395,FC,23,1379,Long
218,L,23,1380,Short
252,L,23,1380,Short
265,L,23,1380,Short
276,L,23,1380,Short
296,L,23,1380,Short
311,L,23,1380,Short
327,L,23,1380,Short
342,L,23,1380,Short
387,L,23,1380,Short
414,L,23,1380,Short
487,L,23,1380,Short
568,L,23,1380,Short
582,L,23,1380,Short
615,L,23,1380,Short
720,L,23,1380,Short
919,L,23,1380,Short
954,L,23,1380,Short
965,L,23,1380,Short
999,L,23,1380,Short
1008,L,23,1380,Short
1021,L,23,1380,Short
1031,L,23,1380,Short
1048,L,23,1380,Short
1061,L,23,1380,Short
1107,L,23,1380,Short
1315,L,23,1380,Short
1359,L,23,1380,Short
1369,L,23,1380,Short
1379,L,23,1380,Short
1392,L,23,1380,Short
1408,L,23,1380,Short
1416,L,23,1380,Short
1453,L,23,1380,Short
1467,L,23,1380,Short
172,LI,23,1381,Probe
186,LI,23,1381,Probe
236,LI,23,1381,Probe
253,LI,23,1381,Probe
273,LI,23,1381,Probe
322,LI,23,1381,Probe
400,LI,23,1381,Probe
424,LI,23,1381,Probe
435,LI,23,1381,Probe
610,LI,23,1381,Probe
624,LI,23,1381,Probe
648,LI,23,1381,Probe
674,LI,23,1381,Probe
687,LI,23,1381,Probe
727,LI,23,1381,Probe
741,LI,23,1381,Probe
794,LI,23,1381,Probe
823,LI,23,1381,Probe
932,LI,23,1381,Probe
938,LI,23,1381,Probe
989,LI,23,1381,Probe
1001,LI,23,1381,Probe
1011,LI,23,1381,Probe
1028,LI,23,1381,Probe
1114,LI,23,1381,Probe
1332,LI,23,1381,Probe
1382,LI,23,1381,Probe
1393,LI,23,1381,Probe
1402,LI,23,1381,Probe
1416,LI,23,1381,Probe
1439,LI,23,1381,Probe
1449,LI,23,1381,Probe
1730,LI,23,1381,Probe
1761,LI,23,1381,Probe
1777,LI,23,1381,Probe
1812,LI,23,1381,Probe
1822,LI,23,1381,Probe
1834,LI,23,1381,Probe
1844,LI,23,1381,Probe
1880,LI,23,1381,Probe
1894,LI,23,1381,Probe
1907,LI,23,1381,Probe
1941,LI,23,1381,Probe
2068,R,23,1381,Probe
2186,LI,23,1381,Probe
2245,LI,23,1381,Probe
2256,LI,23,1381,Probe
2266,LI,23,1381,Probe
2280,LI,23,1381,Probe
2315,LI,23,1381,Probe
2336,LI,23,1381,Probe
2460,R,23,1381,Probe
2512,R,23,1381,Probe
2537,R,23,1381,Probe
2550,R,23,1381,Probe
2560,R,23,1381,Probe
2598,R,23,1381,Probe
2739,LI,23,1381,Probe
2756,LI,23,1381,Probe
2869,R,23,1381,Probe
2930,R,23,1381,Probe
3067,FC,23,1381,Probe
3246,R,23,1381,Probe
3461,LI,23,1381,Probe
5074,LI,23,1381,Probe
5378,LI,23,1381,Probe
5422,LI,23,1381,Probe
5437,LI,23,1381,Probe
5454,LI,23,1381,Probe
5466,LI,23,1381,Probe
5475,LI,23,1381,Probe
5801,LI,23,1381,Probe
5811,LI,23,1381,Probe
6257,FC,23,1381,Probe
7139,R,23,1381,Probe
7392,R,23,1381,Probe
7871,R,23,1381,Probe
7997,R,23,1381,Probe
8210,R,23,1381,Probe
8224,R,23,1381,Probe
8239,R,23,1381,Probe
8249,R,23,1381,Probe
8415,R,23,1381,Probe
8578,LI,23,1381,Probe
8595,LI,23,1381,Probe
8613,LI,23,1381,Probe
8985,LI,23,1381,Probe
9037,FC,23,1381,Probe
9278,R,23,1381,Probe
9411,R,23,1381,Probe
9656,R,23,1381,Probe
9947,R,23,1381,Probe
10117,R,23,1381,Probe
10823,R,23,1381,Probe
10871,R,23,1381,Probe
11179,R,23,1381,Probe
11842,R,23,1381,Probe
11967,R,23,1381,Probe
12009,R,23,1381,Probe
12162,LI,23,1381,Probe
12174,LI,23,1381,Probe
105,LI,23,1382,Probe
173,LI,23,1382,Probe
352,LI,23,1382,Probe
376,LI,23,1382,Probe
411,LI,23,1382,Probe
481,LI,23,1382,Probe
495,LI,23,1382,Probe
512,LI,23,1382,Probe
562,LI,23,1382,Probe
648,LI,23,1382,Probe
658,LI,23,1382,Probe
687,LI,23,1382,Probe
746,LI,23,1382,Probe
751,LI,23,1382,Probe
861,LI,23,1382,Probe
870,LI,23,1382,Probe
886,LI,23,1382,Probe
911,LI,23,1382,Probe
1123,LI,23,1382,Probe
1160,LI,23,1382,Probe
1175,LI,23,1382,Probe
1210,LI,23,1382,Probe
1305,R,23,1382,Probe
1477,LI,23,1382,Probe
1496,LI,23,1382,Probe
1516,LI,23,1382,Probe
1655,R,23,1382,Probe
1753,R,23,1382,Probe
1950,R,23,1382,Probe
1989,R,23,1382,Probe
2231,FC,23,1382,Probe
2340,R,23,1382,Probe
2504,LI,23,1382,Probe
3263,R,23,1382,Probe
3361,LI,23,1382,Probe
3667,R,23,1382,Probe
3689,R,23,1382,Probe
4205,R,23,1382,Probe
4380,LI,23,1382,Probe
5352,LI,23,1382,Probe
5590,R,23,1382,Probe
5908,LI,23,1382,Probe
6716,LI,23,1382,Probe
7385,R,23,1382,Probe
7578,LI,23,1382,Probe
7697,FC,23,1382,Probe
7814,R,23,1382,Probe
7827,R,23,1382,Probe
7864,R,23,1382,Probe
8307,LI,23,1382,Probe
9102,R,23,1382,Probe
9224,LI,23,1382,Probe
11235,R,23,1382,Probe
11420,FC,23,1382,Probe
11633,LI,23,1382,Probe
11656,LI,23,1382,Probe
12930,LI,23,1382,Probe
13040,R,23,1382,Probe
13151,LI,23,1382,Probe
13270,R,23,1382,Probe
13324,R,23,1382,Probe
13339,R,23,1382,Probe
13431,R,23,1382,Probe
13445,R,23,1382,Probe
13489,R,23,1382,Probe
13548,R,23,1382,Probe
98,LI,24,1384,Probe
201,LI,24,1384,Probe
212,LI,24,1384,Probe
242,LI,24,1384,Probe
255,LI,24,1384,Probe
313,LI,24,1384,Probe
340,LI,24,1384,Probe
359,LI,24,1384,Probe
372,LI,24,1384,Probe
452,LI,24,1384,Probe
472,LI,24,1384,Probe
497,LI,24,1384,Probe
559,LI,24,1384,Probe
574,LI,24,1384,Probe
628,LI,24,1384,Probe
641,LI,24,1384,Probe
678,LI,24,1384,Probe
689,LI,24,1384,Probe
699,LI,24,1384,Probe
713,LI,24,1384,Probe
742,LI,24,1384,Probe
753,LI,24,1384,Probe
832,LI,24,1384,Probe
844,LI,24,1384,Probe
886,LI,24,1384,Probe
896,LI,24,1384,Probe
978,LI,24,1384,Probe
993,LI,24,1384,Probe
1020,LI,24,1384,Probe
1053,LI,24,1384,Probe
1064,LI,24,1384,Probe
1075,LI,24,1384,Probe
1085,LI,24,1384,Probe
1102,LI,24,1384,Probe
1130,LI,24,1384,Probe
1142,LI,24,1384,Probe
1183,LI,24,1384,Probe
1255,LI,24,1384,Probe
1268,LI,24,1384,Probe
1282,LI,24,1384,Probe
1302,LI,24,1384,Probe
1398,LI,24,1384,Probe
1506,LI,24,1384,Probe
1516,LI,24,1384,Probe
1531,LI,24,1384,Probe
1562,LI,24,1384,Probe
1573,LI,24,1384,Probe
1584,LI,24,1384,Probe
1616,LI,24,1384,Probe
1631,LI,24,1384,Probe
1644,LI,24,1384,Probe
1681,LI,24,1384,Probe
1752,LI,24,1384,Probe
1761,LI,24,1384,Probe
1800,LI,24,1384,Probe
1810,LI,24,1384,Probe
1820,LI,24,1384,Probe
1833,LI,24,1384,Probe
1850,LI,24,1384,Probe
1867,LI,24,1384,Probe
1881,LI,24,1384,Probe
1916,LI,24,1384,Probe
1941,LI,24,1384,Probe
2022,LI,24,1384,Probe
2033,LI,24,1384,Probe
2061,LI,24,1384,Probe
2072,LI,24,1384,Probe
2084,LI,24,1384,Probe
2129,LI,24,1384,Probe
2276,LI,24,1384,Probe
2354,LI,24,1384,Probe
2365,LI,24,1384,Probe
2377,LI,24,1384,Probe
2388,LI,24,1384,Probe
2411,LI,24,1384,Probe
2447,LI,24,1384,Probe
2465,LI,24,1384,Probe
2667,LI,24,1384,Probe
2682,LI,24,1384,Probe
2740,LI,24,1384,Probe
2751,LI,24,1384,Probe
2769,LI,24,1384,Probe
2815,LI,24,1384,Probe
2826,LI,24,1384,Probe
2836,LI,24,1384,Probe
2849,LI,24,1384,Probe
3033,LI,24,1384,Probe
3046,LI,24,1384,Probe
3061,LI,24,1384,Probe
3155,R,24,1384,Probe
3231,LI,24,1384,Probe
3243,LI,24,1384,Probe
3310,LI,24,1384,Probe
3353,LI,24,1384,Probe
3362,LI,24,1384,Probe
3391,LI,24,1384,Probe
3522,LI,24,1384,Probe
3552,LI,24,1384,Probe
3563,LI,24,1384,Probe
3576,LI,24,1384,Probe
3606,LI,24,1384,Probe
3771,LI,24,1384,Probe
3784,LI,24,1384,Probe
3806,LI,24,1384,Probe
3842,LI,24,1384,Probe
3854,LI,24,1384,Probe
3865,LI,24,1384,Probe
3911,LI,24,1384,Probe
3925,LI,24,1384,Probe
3954,LI,24,1384,Probe
3973,LI,24,1384,Probe
4071,R,24,1384,Probe
4155,LI,24,1384,Probe
4176,LI,24,1384,Probe
4226,LI,24,1384,Probe
4237,LI,24,1384,Probe
4251,LI,24,1384,Probe
4287,LI,24,1384,Probe
4488,R,24,1384,Probe
4546,LI,24,1384,Probe
4561,LI,24,1384,Probe
4600,LI,24,1384,Probe
4616,LI,24,1384,Probe
4651,LI,24,1384,Probe
4662,LI,24,1384,Probe
4676,LI,24,1384,Probe
4693,LI,24,1384,Probe
4709,LI,24,1384,Probe
4723,LI,24,1384,Probe
4737,LI,24,1384,Probe
4771,LI,24,1384,Probe
4776,LI,24,1384,Probe
4834,LI,24,1384,Probe
4995,R,24,1384,Probe
5046,R,24,1384,Probe
5102,R,24,1384,Probe
5113,R,24,1384,Probe
5142,R,24,1384,Probe
5151,R,24,1384,Probe
5162,R,24,1384,Probe
5195,R,24,1384,Probe
5232,R,24,1384,Probe
5305,R,24,1384,Probe
5315,R,24,1384,Probe
5325,R,24,1384,Probe
5336,R,24,1384,Probe
5376,R,24,1384,Probe
5386,R,24,1384,Probe
5397,R,24,1384,Probe
5409,R,24,1384,Probe
5420,R,24,1384,Probe
5474,R,24,1384,Probe
5521,R,24,1384,Probe
5533,R,24,1384,Probe
5545,R,24,1384,Probe
5567,R,24,1384,Probe
5601,R,24,1384,Probe
5652,R,24,1384,Probe
5663,R,24,1384,Probe
5674,R,24,1384,Probe
5691,R,24,1384,Probe
5704,R,24,1384,Probe
5774,R,24,1384,Probe
5785,R,24,1384,Probe
5845,R,24,1384,Probe
5895,R,24,1384,Probe
5907,R,24,1384,Probe
5933,R,24,1384,Probe
5944,R,24,1384,Probe
5969,R,24,1384,Probe
6030,R,24,1384,Probe
6042,R,24,1384,Probe
6053,R,24,1384,Probe
6066,R,24,1384,Probe
6127,R,24,1384,Probe
6137,R,24,1384,Probe
6178,R,24,1384,Probe
6324,LI,24,1384,Probe
6407,R,24,1384,Probe
6422,R,24,1384,Probe
6490,R,24,1384,Probe
6503,R,24,1384,Probe
6531,R,24,1384,Probe
6587,R,24,1384,Probe
6601,R,24,1384,Probe
6626,R,24,1384,Probe
6649,R,24,1384,Probe
6716,R,24,1384,Probe
6727,R,24,1384,Probe
6745,R,24,1384,Probe
6759,R,24,1384,Probe
6788,R,24,1384,Probe
6823,R,24,1384,Probe
6885,R,24,1384,Probe
6932,R,24,1384,Probe
6943,R,24,1384,Probe
6954,R,24,1384,Probe
6967,R,24,1384,Probe
6982,R,24,1384,Probe
6994,R,24,1384,Probe
7010,R,24,1384,Probe
7083,R,24,1384,Probe
7094,R,24,1384,Probe
7105,R,24,1384,Probe
7114,R,24,1384,Probe
7128,R,24,1384,Probe
7159,R,24,1384,Probe
7169,R,24,1384,Probe
7252,R,24,1384,Probe
7267,R,24,1384,Probe
7350,LI,24,1384,Probe
7460,R,24,1384,Probe
7470,R,24,1384,Probe
7481,R,24,1384,Probe
7505,R,24,1384,Probe
7582,R,24,1384,Probe
7593,R,24,1384,Probe
7605,R,24,1384,Probe
7618,R,24,1384,Probe
7689,R,24,1384,Probe
7743,R,24,1384,Probe
7849,LI,24,1384,Probe
7862,LI,24,1384,Probe
7921,R,24,1384,Probe
7996,R,24,1384,Probe
8008,R,24,1384,Probe
8020,R,24,1384,Probe
8033,R,24,1384,Probe
9193,R,24,1384,Probe
9330,LI,24,1384,Probe
9343,LI,24,1384,Probe
9377,LI,24,1384,Probe
9389,LI,24,1384,Probe
9399,LI,24,1384,Probe
9409,LI,24,1384,Probe
9449,LI,24,1384,Probe
9461,LI,24,1384,Probe
9472,LI,24,1384,Probe
9485,LI,24,1384,Probe
9498,LI,24,1384,Probe
9623,LI,24,1384,Probe
9664,LI,24,1384,Probe
9743,LI,24,1384,Probe
9758,LI,24,1384,Probe
9801,LI,24,1384,Probe
9811,LI,24,1384,Probe
9823,LI,24,1384,Probe
9852,LI,24,1384,Probe
9862,LI,24,1384,Probe
9962,LI,24,1384,Probe
9978,LI,24,1384,Probe
10020,LI,24,1384,Probe
10033,LI,24,1384,Probe
10057,LI,24,1384,Probe
10088,LI,24,1384,Probe
10185,R,24,1384,Probe
10258,LI,24,1384,Probe
10274,LI,24,1384,Probe
10303,LI,24,1384,Probe
10316,LI,24,1384,Probe
10334,LI,24,1384,Probe
10352,LI,24,1384,Probe
10394,LI,24,1384,Probe
10440,LI,24,1384,Probe
10577,LI,24,1384,Probe
10589,LI,24,1384,Probe
10594,LI,24,1384,Probe
10632,LI,24,1384,Probe
10645,LI,24,1384,Probe
10652,LI,24,1384,Probe
10761,R,24,1384,Probe
10800,R,24,1384,Probe
10828,R,24,1384,Probe
10844,R,24,1384,Probe
10913,R,24,1384,Probe
10998,LI,24,1384,Probe
11036,LI,24,1384,Probe
11050,LI,24,1384,Probe
11065,LI,24,1384,Probe
11079,LI,24,1384,Probe
11113,LI,24,1384,Probe
11126,LI,24,1384,Probe
11148,LI,24,1384,Probe
11197,LI,24,1384,Probe
11358,R,24,1384,Probe
11372,R,24,1384,Probe
11417,R,24,1384,Probe
11452,R,24,1384,Probe
11477,R,24,1384,Probe
11491,R,24,1384,Probe
11514,R,24,1384,Probe
11527,R,24,1384,Probe
11560,R,24,1384,Probe
11572,R,24,1384,Probe
11584,R,24,1384,Probe
11596,R,24,1384,Probe
11611,R,24,1384,Probe
11645,R,24,1384,Probe
11656,R,24,1384,Probe
11711,R,24,1384,Probe
11723,R,24,1384,Probe
11733,R,24,1384,Probe
11747,R,24,1384,Probe
11760,R,24,1384,Probe
11774,R,24,1384,Probe
11787,R,24,1384,Probe
11817,R,24,1384,Probe
11863,R,24,1384,Probe
11875,R,24,1384,Probe
11888,R,24,1384,Probe
11901,R,24,1384,Probe
11937,R,24,1384,Probe
11973,R,24,1384,Probe
12030,R,24,1384,Probe
12040,R,24,1384,Probe
12054,R,24,1384,Probe
12077,R,24,1384,Probe
12142,R,24,1384,Probe
12154,R,24,1384,Probe
12166,R,24,1384,Probe
12178,R,24,1384,Probe
12218,R,24,1384,Probe
12243,R,24,1384,Probe
12320,R,24,1384,Probe
12331,R,24,1384,Probe
12372,R,24,1384,Probe
12433,R,24,1384,Probe
12443,R,24,1384,Probe
12456,R,24,1384,Probe
12468,R,24,1384,Probe
12500,R,24,1384,Probe
12551,R,24,1384,Probe
12632,R,24,1384,Probe
12655,R,24,1384,Probe
12667,R,24,1384,Probe
12684,R,24,1384,Probe
12704,R,24,1384,Probe
12719,R,24,1384,Probe
12758,R,24,1384,Probe
12794,R,24,1384,Probe
13036,LI,24,1384,Probe
13121,R,24,1384,Probe
13155,R,24,1384,Probe
13186,R,24,1384,Probe
13197,R,24,1384,Probe
13240,R,24,1384,Probe
13254,R,24,1384,Probe
13302,R,24,1384,Probe
13316,R,24,1384,Probe
13332,R,24,1384,Probe
13578,LI,24,1384,Probe
13645,R,24,1384,Probe
13686,R,24,1384,Probe
13714,R,24,1384,Probe
13749,R,24,1384,Probe
13762,R,24,1384,Probe
13773,R,24,1384,Probe
13789,R,24,1384,Probe
13807,R,24,1384,Probe
13832,R,24,1384,Probe
13955,LI,24,1384,Probe
14053,R,24,1384,Probe
14064,R,24,1384,Probe
14163,R,24,1384,Probe
14171,R,24,1384,Probe
14257,R,24,1384,Probe
14334,R,24,1384,Probe
14371,R,24,1384,Probe
14437,LI,24,1384,Probe
14528,R,24,1384,Probe
50,R,24,1385,Probe
163,LI,24,1385,Probe
177,LI,24,1385,Probe
188,LI,24,1385,Probe
204,LI,24,1385,Probe
240,LI,24,1385,Probe
250,LI,24,1385,Probe
339,LI,24,1385,Probe
408,LI,24,1385,Probe
423,LI,24,1385,Probe
445,LI,24,1385,Probe
465,LI,24,1385,Probe
479,LI,24,1385,Probe
562,LI,24,1385,Probe
669,LI,24,1385,Probe
678,LI,24,1385,Probe
709,LI,24,1385,Probe
738,LI,24,1385,Probe
817,LI,24,1385,Probe
829,LI,24,1385,Probe
843,LI,24,1385,Probe
907,LI,24,1385,Probe
954,LI,24,1385,Probe
963,LI,24,1385,Probe
1031,LI,24,1385,Probe
1043,LI,24,1385,Probe
1076,LI,24,1385,Probe
1089,LI,24,1385,Probe
1115,LI,24,1385,Probe
1236,LI,24,1385,Probe
1248,LI,24,1385,Probe
1283,LI,24,1385,Probe
1294,LI,24,1385,Probe
1326,LI,24,1385,Probe
1337,LI,24,1385,Probe
1349,LI,24,1385,Probe
1364,LI,24,1385,Probe
1393,LI,24,1385,Probe
1503,LI,24,1385,Probe
1517,LI,24,1385,Probe
1545,LI,24,1385,Probe
1555,LI,24,1385,Probe
1667,LI,24,1385,Probe
1680,LI,24,1385,Probe
1721,LI,24,1385,Probe
1733,LI,24,1385,Probe
1742,LI,24,1385,Probe
1756,LI,24,1385,Probe
1805,LI,24,1385,Probe
1822,LI,24,1385,Probe
1853,LI,24,1385,Probe
1942,LI,24,1385,Probe
1954,LI,24,1385,Probe
1972,LI,24,1385,Probe
2058,LI,24,1385,Probe
2069,LI,24,1385,Probe
2101,LI,24,1385,Probe
2112,LI,24,1385,Probe
2146,LI,24,1385,Probe
2158,LI,24,1385,Probe
2168,LI,24,1385,Probe
2182,LI,24,1385,Probe
2215,LI,24,1385,Probe
2272,LI,24,1385,Probe
2278,LI,24,1385,Probe
2421,LI,24,1385,Probe
2435,LI,24,1385,Probe
2469,LI,24,1385,Probe
2481,LI,24,1385,Probe
2493,LI,24,1385,Probe
2513,LI,24,1385,Probe
2547,LI,24,1385,Probe
2652,R,24,1385,Probe
2790,LI,24,1385,Probe
2802,LI,24,1385,Probe
2837,LI,24,1385,Probe
2849,LI,24,1385,Probe
2860,LI,24,1385,Probe
2877,LI,24,1385,Probe
2891,LI,24,1385,Probe
2908,LI,24,1385,Probe
3017,R,24,1385,Probe
3054,R,24,1385,Probe
3082,R,24,1385,Probe
3094,R,24,1385,Probe
3150,R,24,1385,Probe
3226,R,24,1385,Probe
3296,R,24,1385,Probe
3356,R,24,1385,Probe
3366,R,24,1385,Probe
3411,R,24,1385,Probe
3422,R,24,1385,Probe
3435,R,24,1385,Probe
3446,R,24,1385,Probe
3486,R,24,1385,Probe
3499,R,24,1385,Probe
3546,R,24,1385,Probe
3556,R,24,1385,Probe
3573,R,24,1385,Probe
3605,R,24,1385,Probe
3671,R,24,1385,Probe
3681,R,24,1385,Probe
3695,R,24,1385,Probe
3720,R,24,1385,Probe
3748,R,24,1385,Probe
3815,R,24,1385,Probe
3826,R,24,1385,Probe
3837,R,24,1385,Probe
3850,R,24,1385,Probe
3863,R,24,1385,Probe
3873,R,24,1385,Probe
3917,R,24,1385,Probe
3942,R,24,1385,Probe
4000,R,24,1385,Probe
4047,R,24,1385,Probe
4059,R,24,1385,Probe
4086,R,24,1385,Probe
4144,R,24,1385,Probe
4156,R,24,1385,Probe
4176,R,24,1385,Probe
4194,R,24,1385,Probe
4202,R,24,1385,Probe
4255,R,24,1385,Probe
4356,LI,24,1385,Probe
4390,LI,24,1385,Probe
4407,LI,24,1385,Probe
4421,LI,24,1385,Probe
4466,LI,24,1385,Probe
4545,R,24,1385,Probe
4627,R,24,1385,Probe
4639,R,24,1385,Probe
4653,R,24,1385,Probe
4672,R,24,1385,Probe
